medcode,readcode,Coding_ID,Cluster_ID,Cluster_Description,Cluster_Version,readterm
63698,E1171,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, mild"
63701,E1154,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, severe, with psychosis"
63784,E1146,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, in full remission"
63867,E102z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Catatonic schizophrenia NOS
64264,Eu205,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Residual schizophrenia
64533,Eu202,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Catatonic schizophrenia
64993,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
65127,Eu220,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Delusional disorder
65811,E1113,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, severe without mention of psychosis"
66077,Eu22y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other persistent delusional disorders
66153,Eu31.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Bipolar affective disorder
66410,E105.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Latent schizophrenia
66506,E1010,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified hebephrenic schizophrenia
66766,E12y0,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Paranoia querulans
67768,E1015,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Hebephrenic schizophrenia in remission
68058,E133.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute paranoid reaction
68326,E1174,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, severe, with psychosis"
68647,E1172,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, moderate"
70000,E1106,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Single manic episode in full remission
70399,E11y3,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other mixed manic-depressive psychoses
70721,E1175,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, in partial or unspecified remission"
70884,Eu232,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute schizophrenia-like psychotic disorder
70925,E11y1,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Atypical manic disorder
71250,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
72026,E1155,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, in partial or unspecified remission"
73295,E100.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Simple schizophrenia
73423,E1173,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, severe, without mention of psychosis"
73924,Eu31y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other bipolar affective disorders
91511,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
91547,Eu203,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Undifferentiated schizophrenia
92994,E10y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other schizophrenia
93167,E104.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute schizophrenic episode
94001,Eu20y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other schizophrenia
94299,E1052,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Chronic latent schizophrenia
94604,Eu232,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute schizophrenia-like psychotic disorder
96883,E1055,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Latent schizophrenia in remission
97919,E1014,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of chronic hebephrenic schizophrenia
98417,Eu328,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Major depression, severe with psychotic symptoms"
98821,Eu222,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Cotard syndrome
99000,E107.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Schizo-affective schizophrenia
99070,E10y1,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Coenesthopathic schizophrenia
99199,E1021,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Subchronic catatonic schizophrenia
101054,Eu329,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Single major depressive episode, severe, with psychosis, psychosis in remission"
101153,Eu32A,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent major depressive episodes, severe, with psychosis, psychosis in remission"
101720,Eu223,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Paranoid state in remission
101987,Eu26.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Nonorganic psychosis in remission
102311,E1050,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified latent schizophrenia
102427,E1025,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Catatonic schizophrenia in remission
102446,E105z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Latent schizophrenia NOS
103915,Eu319,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Bipolar affective disorder type II
104051,Eu319,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Bipolar affective disorder type II
104065,Eu318,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Bipolar affective disorder type I
104760,E1031,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Subchronic paranoid schizophrenia
104763,Eu252,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, mixed type"
105606,Eu24.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Induced delusional disorder
107222,E1024,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of chronic catatonic schizophrenia
109485,E1105,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Single manic episode in partial or unspecified remission
109634,E121.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Chronic paranoid psychosis
